"Población total, indicadores socioeconómicos, índice y grado de marginación por municipio, 2020",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Clave de la entidad federativa,Nombre de la entidad,Clave del municipio,Nombre del municipio,Población total,% Población de 15 años o más analfabeta ,% Población  de 15 años o más sin educación básica,% Ocupantes en viviendas particulares sin drenaje ni excusado,% Ocupantes en viviendas particulares sin energía eléctrica,% Ocupantes en viviendas particulares sin agua entubada,% Ocupantes en viviendas particulares con piso de tierra,% Viviendas particulares con hacinamiento,% Población en localidades con menos de 5 000 habitantes,% Población ocupada con ingresos menores a 2 salarios mínimos,"Índice de marginación, 2020","Grado de marginación, 2020","Índice de marginación normalizado, 2020",Lugar que ocupa en el contexto nacional
,,,,,,,,,,,,,,,,,
CVE_ENT,NOM_ENT,CVE_MUN,NOM_MUN,POB_TOT,ANALF,SBASC,OVSDE,OVSEE,OVSAE,OVPT,VHAC,PL.5000,PO2SM,IM_2020,GM_2020,IMN_2020,
,,,,,,,,,,,,,,,,,
20,Oaxaca,20288,San Miguel Yotao,  585,7.67,63.26,0.70,0.00,0.00,18.26,42.29,100.00,98.08,52.520,Alto,0.82,  763
20,Oaxaca,20289,San Nicolás, 1 214,16.84,65.18,4.45,1.24,2.97,13.26,35.03,100.00,94.09,51.049,Alto,0.80,  487
20,Oaxaca,20290,San Nicolás Hidalgo, 1 043,14.67,63.66,1.82,1.34,2.97,3.45,20.82,100.00,86.94,53.247,Medio,0.83,  944
20,Oaxaca,20291,San Pablo Coatlán, 4 308,8.23,58.67,0.51,2.65,0.88,13.23,36.69,100.00,93.21,52.590,Alto,0.82,  783
20,Oaxaca,20292,San Pablo Cuatro Venados, 1 510,11.87,53.51,1.15,3.31,24.73,24.26,44.35,100.00,97.98,48.699,Muy alto,0.76,  200
20,Oaxaca,20293,San Pablo Etla, 17 116,1.66,18.56,0.32,0.34,5.51,2.59,11.97,57.99,52.16,58.899,Muy bajo,0.92, 2 310
20,Oaxaca,20294,San Pablo Huitzo, 7 035,3.15,30.02,0.88,0.57,10.50,5.46,17.46,13.69,73.68,57.285,Muy bajo,0.90, 1 987
20,Oaxaca,20295,San Pablo Huixtepec, 10 020,6.26,36.60,0.62,0.88,1.09,11.69,20.16,4.09,74.42,57.041,Muy bajo,0.89, 1 925
20,Oaxaca,20296,San Pablo Macuiltianguis,  955,11.32,58.49,0.21,0.32,0.32,4.44,21.57,100.00,83.58,54.551,Medio,0.85, 1 269
20,Oaxaca,20297,San Pablo Tijaltepec, 2 751,16.97,51.63,4.47,8.54,9.57,25.79,44.24,100.00,95.85,47.567,Muy alto,0.74,  132
20,Oaxaca,20298,San Pablo Villa de Mitla, 13 587,7.76,56.48,0.95,1.03,17.00,12.00,31.33,28.95,86.84,53.431,Medio,0.84,  992
20,Oaxaca,20299,San Pablo Yaganiza, 1 125,9.26,59.81,0.45,0.45,0.27,7.05,31.68,100.00,96.06,53.607,Medio,0.84, 1 034
20,Oaxaca,20300,San Pedro Amuzgos, 6 632,17.63,57.50,2.12,3.18,6.35,13.92,32.89,100.00,91.09,50.801,Alto,0.80,  451
20,Oaxaca,20301,San Pedro Apóstol, 1 594,8.99,48.06,0.56,1.07,1.88,29.42,26.65,100.00,86.60,52.789,Medio,0.83,  824
20,Oaxaca,20302,San Pedro Atoyac, 4 559,22.90,64.02,7.07,2.35,8.76,19.85,42.22,100.00,94.26,48.400,Muy alto,0.76,  178
20,Oaxaca,20303,San Pedro Cajonos, 1 081,8.40,54.94,1.58,0.00,0.37,21.24,30.83,100.00,96.18,52.942,Medio,0.83,  863
20,Oaxaca,20304,San Pedro Coxcaltepec Cántaros,  716,8.57,58.85,0.98,0.70,12.71,22.07,30.30,100.00,96.70,51.591,Alto,0.81,  565
20,Oaxaca,20305,San Pedro Comitancillo, 4 333,6.51,25.57,1.39,0.81,1.94,3.16,19.48,100.00,67.94,56.456,Bajo,0.88, 1 786
20,Oaxaca,20306,San Pedro el Alto, 4 654,23.52,71.65,0.43,5.09,2.43,20.29,54.01,100.00,93.26,48.162,Muy alto,0.75,  163
20,Oaxaca,20307,San Pedro Huamelula, 9 735,10.77,49.44,5.02,2.89,9.55,8.59,30.34,100.00,80.55,52.242,Alto,0.82,  707
20,Oaxaca,20308,San Pedro Huilotepec, 3 307,9.99,45.62,3.81,1.81,3.21,21.56,42.58,100.00,80.78,51.993,Alto,0.81,  646
20,Oaxaca,20309,San Pedro Ixcatlán, 10 368,21.74,63.50,2.50,2.34,23.23,30.70,48.51,100.00,91.35,46.986,Muy alto,0.74,  104
20,Oaxaca,20310,San Pedro Ixtlahuaca, 14 552,5.47,40.77,1.14,6.74,47.83,18.31,34.83,100.00,74.36,48.727,Muy alto,0.76,  204
20,Oaxaca,20311,San Pedro Jaltepetongo,  483,26.05,58.54,1.66,1.04,8.70,49.69,27.95,100.00,95.95,47.823,Muy alto,0.75,  147
20,Oaxaca,20312,San Pedro Jicayán, 11 279,19.46,53.46,4.68,2.00,45.14,16.80,37.14,100.00,91.33,46.961,Muy alto,0.74,  102
20,Oaxaca,20313,San Pedro Jocotipac,  730,25.29,59.80,0.00,2.06,0.41,19.51,23.79,100.00,97.29,50.635,Alto,0.79,  421
20,Oaxaca,20314,San Pedro Juchatengo, 1 755,8.67,58.75,1.55,0.46,0.11,11.49,21.56,100.00,87.75,54.094,Medio,0.85, 1 152
20,Oaxaca,20315,San Pedro Mártir, 1 899,9.76,59.91,3.58,0.68,31.35,59.85,32.65,100.00,91.06,47.138,Muy alto,0.74,  114
20,Oaxaca,20316,San Pedro Mártir Quiechapa,  738,3.84,42.23,1.11,1.81,0.00,20.17,33.18,100.00,94.06,53.534,Medio,0.84, 1 017
20,Oaxaca,20317,San Pedro Mártir Yucuxaco, 1 257,4.11,50.95,1.35,3.34,21.48,15.59,21.35,100.00,93.67,51.854,Alto,0.81,  620
20,Oaxaca,20318,San Pedro Mixtepec -Dto. 22, 49 780,8.15,39.49,1.47,1.67,1.64,24.81,30.23,16.23,67.30,55.090,Bajo,0.86, 1 427
20,Oaxaca,20319,San Pedro Mixtepec -Dto. 26,  972,17.60,52.93,1.75,2.06,1.23,23.46,31.15,100.00,94.35,51.056,Alto,0.80,  489
20,Oaxaca,20320,San Pedro Molinos,  706,14.07,47.53,1.84,0.57,2.97,17.00,17.70,100.00,90.07,53.129,Medio,0.83,  911
20,Oaxaca,20321,San Pedro Nopala,  751,15.24,55.24,2.13,0.53,2.93,11.07,27.00,100.00,94.15,52.529,Alto,0.82,  766
20,Oaxaca,20322,San Pedro Ocopetatillo,  786,36.41,72.13,1.65,0.64,5.85,23.66,40.41,100.00,99.38,47.410,Muy alto,0.74,  124
20,Oaxaca,20323,San Pedro Ocotepec, 2 404,19.40,54.78,0.21,1.71,1.00,8.90,42.09,100.00,90.22,51.651,Alto,0.81,  577
20,Oaxaca,20324,San Pedro Pochutla, 48 204,12.26,45.42,2.43,3.05,9.77,15.88,38.55,70.81,76.17,52.179,Alto,0.82,  692
20,Oaxaca,20325,San Pedro Quiatoni, 11 930,20.63,71.52,2.27,3.08,9.45,22.60,44.90,100.00,90.09,48.662,Muy alto,0.76,  192
20,Oaxaca,20326,San Pedro Sochiápam, 5 052,23.46,65.42,1.23,2.82,15.29,12.75,36.75,100.00,94.76,49.011,Alto,0.77,  237
20,Oaxaca,20327,San Pedro Tapanatepec, 15 479,14.18,52.96,3.65,1.55,10.89,8.07,30.30,47.32,82.99,52.901,Medio,0.83,  849
20,Oaxaca,20328,San Pedro Taviche, 1 441,11.57,56.50,1.46,1.53,18.25,17.42,54.04,100.00,95.64,49.722,Alto,0.78,  315
20,Oaxaca,20329,San Pedro Teozacoalco, 1 153,11.72,53.86,1.58,2.64,4.14,29.31,31.99,100.00,97.35,50.883,Alto,0.80,  467
20,Oaxaca,20330,San Pedro Teutila, 4 296,14.37,61.90,1.33,3.03,0.86,9.91,36.36,100.00,93.51,51.717,Alto,0.81,  594
20,Oaxaca,20331,San Pedro Tidaá,  982,19.44,60.14,0.53,1.91,2.23,13.94,28.70,100.00,94.81,51.432,Alto,0.81,  538
20,Oaxaca,20332,San Pedro Topiltepec,  373,4.62,66.01,1.34,0.54,0.00,9.92,20.61,100.00,95.97,54.276,Medio,0.85, 1 192
20,Oaxaca,20333,San Pedro Totolápam, 3 294,7.96,48.21,0.34,1.09,0.19,10.62,23.46,100.00,72.80,54.979,Bajo,0.86, 1 381
20,Oaxaca,20334,Villa de Tututepec de Melchor Ocampo, 50 541,13.02,53.17,3.62,1.51,7.23,9.95,32.45,59.63,84.46,52.894,Medio,0.83,  846
20,Oaxaca,20335,San Pedro Yaneri,  867,14.22,61.07,0.23,0.23,1.27,21.57,33.73,100.00,97.56,51.821,Alto,0.81,  612
20,Oaxaca,20336,San Pedro Yólox, 1 697,20.72,66.38,0.30,0.24,0.06,4.47,18.50,100.00,95.37,52.835,Medio,0.83,  834
20,Oaxaca,20337,San Pedro y San Pablo Ayutla, 5 616,35.88,64.82,2.32,3.81,7.86,32.36,23.05,100.00,89.05,47.229,Muy alto,0.74,  117
20,Oaxaca,20338,Villa de Etla, 10 361,3.22,28.28,0.27,1.08,12.49,5.79,20.83,22.82,67.80,56.982,Muy bajo,0.89, 1 918
20,Oaxaca,20339,San Pedro y San Pablo Teposcolula, 4 353,3.60,37.30,0.79,1.32,3.30,5.68,23.20,100.00,77.41,55.634,Bajo,0.87, 1 557
20,Oaxaca,20340,San Pedro y San Pablo Tequixtepec, 1 747,8.55,54.88,3.74,2.98,4.09,10.05,21.37,100.00,96.65,52.709,Medio,0.83,  805
20,Oaxaca,20341,San Pedro Yucunama,  241,3.72,51.60,2.90,3.73,2.90,12.03,23.29,100.00,92.63,53.363,Medio,0.84,  971
20,Oaxaca,20342,San Raymundo Jalpan, 4 105,1.90,24.40,0.56,0.97,6.72,10.72,16.42,100.00,61.56,56.632,Muy bajo,0.89, 1 839
20,Oaxaca,20343,San Sebastián Abasolo, 1 999,3.46,58.51,0.80,1.45,3.76,9.56,27.69,100.00,87.58,54.137,Medio,0.85, 1 164
20,Oaxaca,20344,San Sebastián Coatlán, 2 809,10.84,56.52,1.78,1.67,21.15,9.72,36.39,100.00,95.93,50.821,Alto,0.80,  456
20,Oaxaca,20345,San Sebastián Ixcapa, 4 188,14.22,48.16,3.67,1.20,14.64,9.51,26.53,100.00,87.17,51.878,Alto,0.81,  625
20,Oaxaca,20346,San Sebastián Nicananduta, 1 542,19.21,51.92,1.95,0.91,0.00,7.88,25.57,100.00,95.14,52.510,Alto,0.82,  758
20,Oaxaca,20347,San Sebastián Río Hondo, 4 202,8.48,49.88,0.22,1.25,2.91,11.24,41.90,100.00,92.26,52.956,Medio,0.83,  868
20,Oaxaca,20348,San Sebastián Tecomaxtlahuaca, 8 192,18.31,62.11,3.45,2.02,4.19,17.99,31.88,100.00,88.57,50.796,Alto,0.80,  450
20,Oaxaca,20349,San Sebastián Teitipac, 2 189,10.59,56.68,1.10,1.83,20.10,11.54,18.58,100.00,86.91,52.047,Alto,0.81,  655
20,Oaxaca,20350,San Sebastián Tutla, 16 878,1.11,12.89,0.05,0.05,0.93,2.86,8.60,0.33,50.12,60.778,Muy bajo,0.95, 2 457
20,Oaxaca,20351,San Simón Almolongas, 2 802,19.85,66.83,0.79,2.11,2.32,7.40,24.46,100.00,94.69,51.734,Alto,0.81,  599
20,Oaxaca,20352,San Simón Zahuatlán, 4 940,38.59,79.59,10.00,1.07,6.17,2.33,65.60,100.00,97.02,46.042,Muy alto,0.72,  81
20,Oaxaca,20353,Santa Ana, 2 406,14.44,54.96,0.75,1.54,2.92,9.27,30.74,100.00,93.46,52.503,Alto,0.82,  756
20,Oaxaca,20354,Santa Ana Ateixtlahuaca,  477,33.52,68.44,0.63,2.75,2.54,17.12,35.46,100.00,97.02,48.483,Muy alto,0.76,  184
20,Oaxaca,20355,Santa Ana Cuauhtémoc,  681,22.18,70.10,1.47,2.20,0.29,11.89,31.76,100.00,93.56,50.806,Alto,0.80,  454
20,Oaxaca,20356,Santa Ana del Valle, 2 179,6.19,68.26,2.12,0.37,9.78,10.84,25.46,100.00,90.91,53.019,Medio,0.83,  885
20,Oaxaca,20357,Santa Ana Tavela,  848,7.70,58.06,0.24,2.71,0.00,16.86,33.09,100.00,90.48,52.805,Medio,0.83,  828
20,Oaxaca,20358,Santa Ana Tlapacoyan, 1 958,14.90,61.32,1.02,1.07,5.62,12.77,21.14,100.00,95.29,52.290,Alto,0.82,  722
20,Oaxaca,20359,Santa Ana Yareni,  637,18.05,75.56,1.26,0.47,0.00,32.81,16.31,100.00,97.16,50.948,Alto,0.80,  474
20,Oaxaca,20360,Santa Ana Zegache, 3 981,13.32,49.95,3.29,1.18,9.72,16.51,25.90,100.00,86.55,52.016,Alto,0.81,  649
20,Oaxaca,20361,Santa Catalina Quierí,  825,19.02,67.15,2.55,3.27,0.85,16.00,36.51,100.00,95.88,50.258,Alto,0.79,  380
20,Oaxaca,20362,Santa Catarina Cuixtla, 1 495,11.36,58.37,0.20,3.09,2.08,11.14,17.97,100.00,84.58,53.356,Medio,0.84,  968
20,Oaxaca,20363,Santa Catarina Ixtepeji, 2 675,2.20,49.17,0.90,0.67,0.97,14.50,30.18,100.00,88.46,54.524,Medio,0.85, 1 263
20,Oaxaca,20364,Santa Catarina Juquila, 18 654,15.28,57.06,0.79,1.70,2.52,18.79,40.94,56.66,85.11,52.228,Alto,0.82,  705
20,Oaxaca,20365,Santa Catarina Lachatao, 1 059,3.68,48.96,1.04,1.70,4.82,17.31,25.54,100.00,95.41,53.492,Medio,0.84, 1 009
20,Oaxaca,20366,Santa Catarina Loxicha, 3 676,17.48,68.29,0.85,2.57,2.78,18.48,45.60,100.00,90.99,50.246,Alto,0.79,  379
20,Oaxaca,20367,Santa Catarina Mechoacán, 4 582,18.21,62.45,6.61,1.59,27.50,14.41,36.44,100.00,92.42,48.411,Muy alto,0.76,  180
20,Oaxaca,20368,Santa Catarina Minas, 2 067,11.16,48.85,2.08,0.58,13.14,15.17,29.64,100.00,87.26,52.226,Alto,0.82,  704
20,Oaxaca,20369,Santa Catarina Quiané, 2 193,8.54,44.97,0.55,1.33,3.24,18.83,15.57,100.00,80.99,54.177,Medio,0.85, 1 175
20,Oaxaca,20370,Santa Catarina Tayata,  662,4.15,36.36,0.15,1.67,2.42,15.45,24.64,100.00,86.76,54.591,Bajo,0.85, 1 285
20,Oaxaca,20371,Santa Catarina Ticuá,  986,21.70,50.47,2.78,2.47,4.74,17.32,21.65,100.00,92.94,50.955,Alto,0.80,  477
20,Oaxaca,20372,Santa Catarina Yosonotú, 1 316,35.39,57.86,2.82,1.08,26.62,8.37,16.03,100.00,93.75,48.272,Muy alto,0.76,  170
20,Oaxaca,20373,Santa Catarina Zapoquila,  403,11.73,46.91,1.00,5.49,2.49,23.94,32.54,100.00,98.51,50.806,Alto,0.80,  453
20,Oaxaca,20374,Santa Cruz Acatepec, 1 645,21.38,57.62,1.28,1.88,8.57,44.86,49.76,100.00,94.94,47.604,Muy alto,0.75,  136
20,Oaxaca,20375,Santa Cruz Amilpas, 13 200,2.66,23.77,0.14,0.34,5.19,5.12,21.50,0.00,64.16,58.535,Muy bajo,0.92, 2 249
20,Oaxaca,20376,Santa Cruz de Bravo,  365,20.90,61.57,4.66,0.27,0.27,4.93,25.00,100.00,90.24,52.245,Alto,0.82,  709
20,Oaxaca,20377,Santa Cruz Itundujia, 10 860,10.85,52.41,1.02,5.22,19.99,22.97,37.80,100.00,94.02,49.318,Alto,0.77,  262
20,Oaxaca,20378,Santa Cruz Mixtepec, 3 720,8.97,52.19,1.56,1.96,9.84,16.99,34.06,100.00,91.65,51.903,Alto,0.81,  632
20,Oaxaca,20379,Santa Cruz Nundaco, 2 951,13.21,49.90,0.96,2.20,1.03,25.40,32.01,100.00,92.73,51.683,Alto,0.81,  584
20,Oaxaca,20380,Santa Cruz Papalutla, 2 242,7.84,55.61,1.88,0.09,3.75,7.77,25.00,100.00,89.18,54.063,Medio,0.85, 1 145
20,Oaxaca,20381,Santa Cruz Tacache de Mina, 2 940,9.52,60.50,1.77,0.37,0.61,2.08,19.75,100.00,89.09,54.536,Medio,0.85, 1 264
20,Oaxaca,20382,Santa Cruz Tacahua, 1 182,11.79,54.31,0.94,1.97,0.85,8.46,40.17,100.00,94.12,52.488,Alto,0.82,  753
20,Oaxaca,20383,Santa Cruz Tayata,  595,4.35,48.28,0.67,1.18,1.85,25.21,30.51,100.00,94.54,53.144,Medio,0.83,  915
20,Oaxaca,20384,Santa Cruz Xitla, 4 794,16.50,72.64,0.84,0.84,3.63,24.63,27.73,100.00,96.33,50.895,Alto,0.80,  469
20,Oaxaca,20385,Santa Cruz Xoxocotlán, 100 402,3.10,23.63,0.29,0.81,19.58,9.34,18.35,18.48,63.86,56.696,Muy bajo,0.89, 1 852
20,Oaxaca,20386,Santa Cruz Zenzontepec, 19 079,24.58,64.57,0.46,3.46,4.13,44.83,46.48,100.00,90.95,47.355,Muy alto,0.74,  122
20,Oaxaca,20387,Santa Gertrudis, 2 891,13.94,51.75,2.21,0.21,2.84,6.16,17.18,100.00,85.61,53.989,Medio,0.85, 1 132
20,Oaxaca,20388,Santa Inés del Monte, 2 809,14.62,62.51,1.57,4.13,17.09,15.60,45.95,100.00,89.24,49.288,Alto,0.77,  260
20,Oaxaca,20389,Santa Inés Yatzeche,  908,29.51,73.83,0.00,0.33,0.00,15.97,21.21,100.00,95.05,50.627,Alto,0.79,  419
20,Oaxaca,20390,Santa Lucía del Camino, 50 362,2.42,20.36,0.10,0.09,1.83,3.36,18.38,8.87,61.61,59.238,Muy bajo,0.93, 2 346
20,Oaxaca,20391,Santa Lucía Miahuatlán, 3 375,34.31,75.28,1.16,3.83,2.67,27.37,54.33,100.00,96.84,46.265,Muy alto,0.72,  84
20,Oaxaca,20392,Santa Lucía Monteverde, 6 726,20.07,56.15,1.82,5.20,23.04,26.72,34.58,100.00,96.14,47.482,Muy alto,0.74,  128
20,Oaxaca,20393,Santa Lucía Ocotlán, 4 173,16.23,70.34,0.55,0.43,3.12,16.15,34.66,100.00,84.56,51.844,Alto,0.81,  618
20,Oaxaca,20394,Santa María Alotepec, 2 796,13.04,49.45,0.73,1.35,20.98,16.41,22.46,100.00,91.33,51.357,Alto,0.80,  528
20,Oaxaca,20395,Santa María Apazco, 1 629,35.50,66.23,5.48,5.54,15.74,22.75,28.23,100.00,94.09,45.909,Muy alto,0.72,  75
20,Oaxaca,20396,Santa María la Asunción, 3 259,49.80,76.29,2.00,1.37,14.56,14.94,47.10,100.00,98.39,44.842,Muy alto,0.70,  54
20,Oaxaca,20397,Heroica Ciudad de Tlaxiaco, 40 123,6.76,31.50,0.85,1.08,11.91,16.76,29.39,52.86,74.19,54.563,Medio,0.85, 1 275
20,Oaxaca,20398,Ayoquezco de Aldama, 4 874,15.27,62.57,1.33,0.66,2.83,12.09,23.02,100.00,90.87,52.637,Alto,0.82,  790
20,Oaxaca,20399,Santa María Atzompa, 41 921,3.57,26.90,0.40,1.86,17.41,9.30,24.46,31.81,65.98,55.854,Bajo,0.87, 1 614
20,Oaxaca,20400,Santa María Camotlán, 1 713,9.59,57.15,3.83,2.12,4.30,3.47,23.53,100.00,93.13,53.168,Medio,0.83,  919
20,Oaxaca,20401,Santa María Colotepec, 27 046,9.22,43.36,1.61,2.87,6.61,9.87,37.65,60.69,73.31,53.756,Medio,0.84, 1 076
20,Oaxaca,20402,Santa María Cortijo, 1 067,15.16,54.80,11.06,2.44,1.22,8.90,33.44,100.00,81.27,51.430,Alto,0.81,  535
20,Oaxaca,20403,Santa María Coyotepec, 3 751,3.15,32.52,0.43,1.40,4.07,5.12,21.78,100.00,69.74,56.172,Bajo,0.88, 1 707
20,Oaxaca,20404,Santa María Chachoápam,  761,3.92,44.28,2.23,0.00,0.66,4.07,17.81,100.00,91.77,55.624,Bajo,0.87, 1 555
20,Oaxaca,20405,Villa de Chilapa de Díaz, 1 815,11.14,64.07,0.77,0.88,1.54,8.48,23.97,100.00,92.23,53.394,Medio,0.84,  981
20,Oaxaca,20406,Santa María Chilchotla, 21 469,28.77,69.86,1.36,5.54,64.90,44.07,43.13,100.00,95.99,40.811,Muy alto,0.64,  18
20,Oaxaca,20407,Santa María Chimalapa, 9 578,21.54,63.17,4.06,2.28,19.67,16.13,30.00,100.00,96.01,48.808,Alto,0.76,  217
20,Oaxaca,20408,Santa María del Rosario,  499,6.11,49.72,2.20,1.80,5.61,13.03,25.00,100.00,91.57,53.365,Medio,0.84,  973
20,Oaxaca,20409,Santa María del Tule, 8 939,1.71,22.15,0.15,0.15,1.38,4.97,14.21,7.51,68.60,59.152,Muy bajo,0.93, 2 337
20,Oaxaca,20410,Santa María Ecatepec, 3 418,5.87,52.74,1.10,2.42,10.99,9.05,27.87,100.00,94.68,52.826,Medio,0.83,  831
20,Oaxaca,20411,Santa María Guelacé,  908,2.82,45.77,0.66,0.22,3.08,13.88,18.73,100.00,83.48,55.280,Bajo,0.87, 1 463
20,Oaxaca,20412,Santa María Guienagati, 3 178,13.24,61.47,7.37,5.12,0.70,15.19,36.04,100.00,92.55,50.310,Alto,0.79,  385
20,Oaxaca,20413,Santa María Huatulco, 50 862,6.46,34.66,0.81,2.30,4.36,11.21,30.62,41.50,66.58,55.611,Bajo,0.87, 1 551
20,Oaxaca,20414,Santa María Huazolotitlán, 11 995,17.29,53.37,4.46,1.14,7.08,6.34,24.89,56.94,89.20,52.803,Medio,0.83,  826
20,Oaxaca,20415,Santa María Ipalapa, 4 878,15.98,63.44,1.30,1.38,0.82,7.03,23.85,100.00,93.11,52.711,Medio,0.83,  807
20,Oaxaca,20416,Santa María Ixcatlán,  461,18.02,55.09,0.00,0.43,6.29,31.02,24.54,100.00,98.01,50.839,Alto,0.80,  458
20,Oaxaca,20417,Santa María Jacatepec, 9 682,16.15,53.82,1.30,1.10,15.22,12.79,24.32,100.00,91.89,51.446,Alto,0.81,  541
20,Oaxaca,20418,Santa María Jalapa del Marqués, 11 735,9.89,38.91,2.50,2.54,3.10,10.30,30.00,23.66,79.11,54.790,Bajo,0.86, 1 334
20,Oaxaca,20419,Santa María Jaltianguis,  592,2.02,51.57,0.00,0.51,0.51,10.47,16.48,100.00,93.12,55.414,Bajo,0.87, 1 499
20,Oaxaca,20420,Santa María Lachixío, 1 679,23.04,53.58,0.92,2.88,0.25,26.79,35.01,100.00,88.86,50.095,Alto,0.78,  360
20,Oaxaca,20421,Santa María Mixtequilla, 4 690,7.81,38.95,2.48,1.09,2.27,5.97,27.02,100.00,79.10,54.718,Bajo,0.86, 1 315
20,Oaxaca,20422,Santa María Nativitas,  603,9.27,43.97,1.18,1.18,0.67,2.87,29.59,100.00,87.08,54.436,Medio,0.85, 1 238
20,Oaxaca,20423,Santa María Nduayaco,  453,7.20,62.67,1.55,2.88,2.00,19.96,32.41,100.00,98.69,51.890,Alto,0.81,  629
20,Oaxaca,20424,Santa María Ozolotepec, 3 793,18.64,63.31,0.61,2.51,2.17,21.78,40.91,100.00,96.68,50.123,Alto,0.78,  362
20,Oaxaca,20425,Santa María Pápalo, 2 058,17.06,59.16,0.58,1.51,1.12,14.98,36.33,100.00,97.69,51.430,Alto,0.81,  536
20,Oaxaca,20426,Santa María Peñoles, 8 967,15.51,55.37,2.05,6.05,3.95,28.96,49.36,100.00,97.04,48.600,Muy alto,0.76,  190
20,Oaxaca,20427,Santa María Petapa, 16 706,11.23,45.05,2.14,1.24,11.85,5.24,28.03,100.00,85.24,53.048,Medio,0.83,  894
20,Oaxaca,20428,Santa María Quiegolani, 2 224,19.92,52.17,4.51,2.49,1.46,14.29,42.72,100.00,97.58,50.230,Alto,0.79,  378
20,Oaxaca,20429,Santa María Sola, 1 516,15.60,61.79,1.39,1.72,13.11,17.83,26.03,100.00,94.53,50.790,Alto,0.80,  449
20,Oaxaca,20430,Santa María Tataltepec,  317,11.24,43.80,0.95,0.32,0.00,16.09,35.87,100.00,95.24,53.034,Medio,0.83,  890
20,Oaxaca,20431,Santa María Tecomavaca, 1 830,6.95,40.96,3.12,0.33,2.41,15.40,25.62,100.00,90.45,53.915,Medio,0.84, 1 120
20,Oaxaca,20432,Santa María Temaxcalapa,  903,7.41,57.61,0.00,0.11,0.00,4.54,19.40,100.00,92.91,54.943,Bajo,0.86, 1 369
20,Oaxaca,20433,Santa María Temaxcaltepec, 2 694,31.02,78.26,0.26,5.50,1.08,19.57,41.22,100.00,94.85,47.620,Muy alto,0.75,  137
20,Oaxaca,20434,Santa María Teopoxco, 3 985,31.49,71.06,0.93,0.48,1.28,15.63,30.37,100.00,96.84,49.701,Alto,0.78,  311
20,Oaxaca,20435,Santa María Tepantlali, 3 576,31.20,68.35,1.97,2.91,0.48,27.02,34.83,100.00,88.06,48.485,Muy alto,0.76,  185
20,Oaxaca,20436,Santa María Texcatitlán,  896,25.12,69.30,3.69,1.45,64.65,12.42,22.68,100.00,98.12,45.093,Muy alto,0.71,  58
20,Oaxaca,20437,Santa María Tlahuitoltepec, 9 653,23.86,52.23,1.48,2.25,1.51,28.82,30.02,100.00,82.41,50.366,Alto,0.79,  391
20,Oaxaca,20438,Santa María Tlalixtac, 1 839,23.75,61.51,1.18,0.79,0.84,19.75,41.49,100.00,91.82,50.296,Alto,0.79,  383
20,Oaxaca,20439,Santa María Tonameca, 25 347,17.27,58.12,3.95,4.57,12.92,25.24,40.10,100.00,85.72,48.798,Alto,0.76,  214
20,Oaxaca,20440,Santa María Totolapilla,  812,17.94,58.66,2.64,1.51,2.89,6.16,19.39,100.00,91.49,52.542,Alto,0.82,  771
20,Oaxaca,20441,Santa María Xadani, 9 234,22.52,66.07,1.92,0.83,5.95,4.60,37.23,6.52,71.16,53.262,Medio,0.83,  946
20,Oaxaca,20442,Santa María Yalina,  250,6.70,62.89,0.00,0.00,2.00,9.60,27.71,100.00,100.00,53.756,Medio,0.84, 1 075
20,Oaxaca,20443,Santa María Yavesía,  434,1.52,44.85,0.46,0.46,0.00,6.68,15.75,100.00,95.05,55.876,Bajo,0.87, 1 624
20,Oaxaca,20444,Santa María Yolotepec,  481,8.08,53.89,1.04,1.87,2.70,7.69,23.87,100.00,92.47,53.729,Medio,0.84, 1 070
20,Oaxaca,20445,Santa María Yosoyúa, 1 699,14.41,39.09,0.48,0.36,0.48,10.60,32.01,100.00,88.34,53.554,Medio,0.84, 1 024
20,Oaxaca,20446,Santa María Yucuhiti, 6 008,11.88,48.94,0.40,1.13,6.67,12.83,31.03,100.00,95.49,52.517,Alto,0.82,  760
20,Oaxaca,20447,Santa María Zacatepec, 17 100,16.96,59.80,2.98,2.26,1.80,14.11,34.56,65.14,90.77,51.838,Alto,0.81,  616
20,Oaxaca,20448,Santa María Zaniza, 2 469,14.94,60.95,0.32,2.23,0.28,45.48,60.91,100.00,99.50,48.344,Muy alto,0.76,  175
20,Oaxaca,20449,Santa María Zoquitlán, 3 294,14.02,68.93,2.92,0.82,4.77,13.23,26.80,100.00,86.08,52.150,Alto,0.82,  685
20,Oaxaca,20450,Santiago Amoltepec, 13 855,23.17,69.86,0.41,5.41,11.27,68.15,60.23,100.00,90.28,44.119,Muy alto,0.69,  46
20,Oaxaca,20451,Santiago Apoala, 1 019,34.18,66.76,0.84,2.09,57.72,15.45,25.39,100.00,97.85,44.429,Muy alto,0.70,  49
20,Oaxaca,20452,Santiago Apóstol, 4 421,22.39,70.82,0.64,0.66,3.45,50.02,33.57,100.00,94.36,48.404,Muy alto,0.76,  179
20,Oaxaca,20453,Santiago Astata, 3 918,9.66,43.87,6.76,4.14,5.27,6.97,31.71,100.00,84.48,52.257,Alto,0.82,  715
